player_hand,dealer_up_card,total_games,win_standing,push_standing,lost_standing,win_hitting,push_hitting,lost_hitting
67,K,50000,10662,0,39338,11447,2718,35835
67,A,50000,6824,0,43176,8275,3303,38422
68,2,50000,18389,0,31611,14530,2366,33104
68,3,50000,19278,0,30722,15350,2252,32398
68,4,50000,20366,0,29634,15494,1983,32523
68,5,50000,21591,0,28409,16178,2091,31731
68,6,50000,20896,0,29104,15949,2216,31835
68,7,50000,12447,0,37553,14426,2948,32626
68,8,50000,11392,0,38608,13805,3029,33166
68,9,50000,11800,0,38200,12382,2966,34652
68,K,50000,10725,0,39275,10922,2837,36241
68,A,50000,6736,0,43264,8014,3420,38566
69,2,50000,18147,0,31853,13105,2330,34565
69,3,50000,18862,0,31138,13093,2259,34648
69,4,50000,20088,0,29912,13394,2142,34464
69,5,50000,21582,0,28418,14097,1850,34053
69,6,50000,20497,0,29503,13854,2200,33946
69,7,50000,12352,0,37648,14052,3036,32912
69,8,50000,11982,0,38018,12847,3079,34074
69,9,50000,11819,0,38181,11282,3152,35566
69,K,50000,10600,0,39400,9778,3126,37096
69,A,50000,6729,0,43271,7414,3095,39491
6A,2,50000,18330,6859,24811,22974,4217,22809
6A,3,50000,19464,6343,24193,24070,3911,22019
6A,4,50000,20914,6342,22744,25169,3777,21054
6A,5,50000,22190,5919,21891,26406,3748,19846
6A,6,50000,21533,7177,21290,26360,4016,19624
6A,7,50000,13211,19237,17552,21553,7163,21284
6A,8,50000,12053,6535,31412,19695,4511,25794
6A,9,50000,11789,6288,31923,18467,4631,26902
6A,K,50000,10676,5834,33490,16465,4363,29172
6A,A,50000,6376,5282,38342,11074,4588,34338
6K,2,50000,17491,0,32509,12194,2367,35439
6K,3,50000,18930,0,31070,12170,2330,35500
6K,4,50000,20120,0,29880,12453,2210,35337
6K,5,50000,21504,0,28496,12936,2210,34854
6K,6,50000,20687,0,29313,13924,2110,33966
6K,7,50000,13014,0,36986,14189,2955,32856
6K,8,50000,11739,0,38261,12796,3065,34139
6K,9,50000,11828,0,38172,11474,3135,35391
6K,K,50000,10359,0,39641,9664,3205,37131
6K,A,50000,6595,0,43405,7679,3367,38954
77,2,50000,18478,0,31522,13563,2301,34136
77,3,50000,19515,0,30485,14358,2033,33609
77,4,50000,20987,0,29013,14784,1828,33388
77,5,50000,20961,0,29039,14743,2031,33226
77,6,50000,20437,0,29563,14725,2135,33140
77,7,50000,12547,0,37453,13236,2905,33859
77,8,50000,11537,0,38463,12789,3025,34186
77,9,50000,11032,0,38968,11165,3053,35782
77,K,50000,11316,0,38684,9544,2938,37518
77,A,50000,6787,0,43213,7306,2595,40099
78,2,50000,18200,0,31800,14152,2432,33416
78,3,50000,19320,0,30680,14377,2346,33277
78,4,50000,20430,0,29570,14317,2216,33467
78,5,50000,21110,0,28890,14647,2052,33301
78,6,50000,20495,0,29505,14694,2233,33073
78,7,50000,12502,0,37498,15185,3044,31771
78,8,50000,11194,0,38806,13463,3163,33374
78,9,50000,11686,0,38314,12355,3139,34506
78,K,50000,11128,0,38872,10440,3189,36371
78,A,50000,6824,0,43176,8138,3447,38415
79,2,50000,18040,0,31960,12376,2557,35067
79,3,50000,18924,0,31076,12315,2416,35269
79,4,50000,20030,0,29970,12479,2360,35161
79,5,50000,20996,0,29004,12736,2187,35077
79,6,50000,20575,0,29425,13895,2104,34001
79,7,50000,12359,0,37641,14177,3030,32793
79,8,50000,11911,0,38089,12762,3067,34171
79,9,50000,11392,0,38608,11214,3164,35622
79,K,50000,11044,0,38956,9859,3161,36980
79,A,50000,6578,0,43422,7474,3398,39128
7A,2,50000,25268,6599,18133,24711,4016,21273
7A,3,50000,25801,6630,17569,25269,3907,20824
7A,4,50000,27323,5729,16948,27132,3749,19119
7A,5,50000,27380,6273,16347,27600,3667,18733
7A,6,50000,28710,5645,15645,27959,3637,18404
7A,7,50000,32200,6059,11741,25802,4526,19672
7A,8,50000,18617,18825,12558,20960,7416,21624
7A,9,50000,17971,5373,26656,19759,4004,26237
7A,K,50000,16258,5817,27925,17732,4509,27759
7A,A,50000,12514,5717,31769,12348,4791,32861
7K,2,50000,17745,7129,25126,10699,1911,37390
7K,3,50000,18862,6650,24488,10660,1835,37505
7K,4,50000,20001,6692,23307,10713,1816,37471
7K,5,50000,20729,6252,23019,11686,1857,36457
7K,6,50000,20514,8545,20941,12135,1724,36141
7K,7,50000,12717,18442,18841,13107,1387,35506
7K,8,50000,11748,6803,31449,11867,2635,35498
7K,9,50000,11406,6292,32302,10425,2780,36795
7K,K,50000,10868,4864,34268,9078,2819,38103
7K,A,50000,6377,6399,37224,6990,3026,39984
88,2,50000,18312,0,31688,12268,2478,35254
88,3,50000,19211,0,30789,12805,2341,34854
88,4,50000,19635,0,30365,12462,2356,35182
88,5,50000,20711,0,29289,12673,2228,35099
88,6,50000,20627,0,29373,14128,2092,33780
88,7,50000,12340,0,37660,14076,2991,32933
88,8,50000,11320,0,38680,12615,3219,34166
88,9,50000,12116,0,37884,11168,3187,35645
88,K,50000,11043,0,38957,9700,3120,37180
88,A,50000,6514,0,43486,7547,3374,39079
89,2,50000,17889,7245,24866,10781,1938,37281
89,3,50000,18660,6649,24691,10496,1978,37526
89,4,50000,19589,6782,23629,10423,1763,37814
89,5,50000,20836,6086,23078,11587,1857,36556
89,6,50000,20528,8478,20994,12099,1724,36177
89,7,50000,12177,19250,18573,13138,1324,35538
89,8,50000,11636,5907,32457,11785,2753,35462
89,9,50000,11955,5397,32648,10232,2720,37048
89,K,50000,11044,6006,32950,9005,2672,38323
89,A,50000,6540,6448,37012,6980,2895,40125
8A,2,50000,31563,6674,11763,26070,3867,20063
8A,3,50000,32364,6208,11428,27418,3783,18799
