player_hand,dealer_up_card,total_games,win_standing,push_standing,lost_standing,win_hitting,push_hitting,lost_hitting
33322A5A,6,0,50000,39304,5745,4951,2119,233,47648
33322A5A,7,0,50000,42925,3143,3932,2183,203,47614
33322A5A,8,0,50000,44489,2924,2587,2152,135,47713
33322A5A,9,0,50000,43089,4368,2543,2208,137,47655
33322A5A,K,0,50000,27242,18879,3879,2263,121,47616
33322A5A,A,0,50000,22986,6555,20459,700,482,48818
33322AA2,2,0,50000,18023,6917,25060,6072,991,42937
33322AA2,3,0,50000,18596,6238,25166,5885,1021,43094
33322AA2,4,0,50000,21560,4020,24420,5769,994,43237
33322AA2,5,0,50000,24753,3504,21743,6895,1027,42078
33322AA2,6,0,50000,25938,5477,18585,7188,939,41873
33322AA2,7,0,50000,14795,20532,14673,8131,587,41282
33322AA2,8,0,50000,13680,6240,30080,7324,1387,41289
33322AA2,9,0,50000,12505,5795,31700,6905,1051,42044
33322AA2,K,0,50000,10389,5379,34232,6162,1184,42654
33322AA2,A,0,50000,5608,5561,38831,3861,2424,43715
33322AA3,2,0,50000,24621,6534,18845,2391,469,47140
33322AA3,4,0,50000,25414,5292,19294,3203,593,46204
33322AA3,5,0,50000,28897,3248,17855,3250,581,46169
33322AA3,6,0,50000,31326,3887,14787,3366,383,46251
33322AA3,7,0,50000,35508,4437,10055,3836,238,45926
33322AA3,8,0,50000,19805,20441,9754,3945,271,45784
33322AA3,9,0,50000,17913,4830,27257,3099,1188,45713
33322AA3,K,0,50000,16000,5469,28531,2245,1171,46584
33322AA3,A,0,50000,11465,5644,32891,1383,450,48167
33322AA4,2,0,50000,30998,6425,12577,2753,427,46820
33322AA4,3,0,50000,31264,6496,12240,3755,597,45648
33322AA4,4,0,50000,30962,6384,12654,3753,610,45637
33322AA4,5,0,50000,32835,5150,12015,3855,580,45565
33322AA4,6,0,50000,35462,3625,10913,3784,538,45678
33322AA4,7,0,50000,40052,3075,6873,4139,343,45518
33322AA4,8,0,50000,39979,4431,5590,4185,270,45545
33322AA4,9,0,50000,22988,19969,7043,4276,265,45459
33322AA4,K,0,50000,21392,5720,22888,3478,1089,45433
33322AA4,A,0,50000,16954,5883,27163,1833,1145,47022
33322AA5,2,0,50000,37381,6445,6174,2057,259,47684
33322AA5,3,0,50000,37744,6396,5860,1984,263,47753
33322AA5,4,0,50000,37507,6260,6233,2001,288,47711
33322AA5,5,0,50000,39182,4818,6000,2045,288,47667
33322AA5,6,0,50000,39256,5810,4934,2128,251,47621
33322AA5,7,0,50000,42847,3152,4001,2196,190,47614
33322AA5,8,0,50000,44483,2870,2647,2216,112,47672
33322AA5,9,0,50000,43090,4344,2566,2199,113,47688
33322AA5,K,0,50000,27296,18917,3787,2165,144,47691
33322AA5,A,0,50000,23059,6496,20445,670,518,48812
33322AAA,2,0,50000,18403,0,31597,9445,1576,38979
33322AAA,3,0,50000,18902,0,31098,9187,1542,39271
33322AAA,4,0,50000,21716,0,28284,9096,1506,39398
33322AAA,5,0,50000,24355,0,25645,9411,1395,39194
33322AAA,6,0,50000,26055,0,23945,10618,1227,38155
33322AAA,7,0,50000,14913,0,35087,11158,1464,37378
33322AAA,8,0,50000,13699,0,36301,10546,1676,37778
33322AAA,9,0,50000,12609,0,37391,10117,1313,38570
33322AAA,K,0,50000,10788,0,39212,8576,2556,38868
33322AAA,A,0,50000,5281,0,44719,5697,2967,41336
33323222,4,0,50000,36756,6754,6490,4012,606,45382
33323222,5,0,50000,37399,6350,6251,4018,589,45393
33323222,6,0,50000,38232,5797,5971,4065,555,45380
33323222,7,0,50000,43300,2700,4000,4273,383,45344
33323222,8,0,50000,45765,2038,2197,4525,197,45278
33323222,9,0,50000,41577,6583,1840,4457,195,45348
33323222,K,0,50000,25306,18702,5992,4172,487,45341
33323222,A,0,50000,22650,6728,20622,2045,1442,46513
3332322A,2,0,50000,30986,6395,12619,2656,447,46897
3332322A,4,0,50000,30445,6558,12997,3637,583,45780
3332322A,5,0,50000,31875,5916,12209,3576,508,45916
3332322A,6,0,50000,35447,2832,11721,3725,593,45682
3332322A,7,0,50000,40566,2501,6933,4020,283,45697
3332322A,8,0,50000,39796,5458,4746,4219,232,45549
3332322A,9,0,50000,22342,19975,7683,4210,343,45447
3332322A,K,0,50000,20332,5607,24061,2948,1469,45583
3332322A,A,0,50000,17018,5773,27209,1653,800,47547
333232A2,2,0,50000,31125,6258,12617,2594,437,46969
333232A2,4,0,50000,30357,6668,12975,3660,622,45718
333232A2,5,0,50000,31670,5865,12465,3611,577,45812
333232A2,6,0,50000,35477,2775,11748,3724,566,45710
333232A2,7,0,50000,40565,2552,6883,4031,301,45668
333232A2,8,0,50000,39596,5609,4795,4282,251,45467
333232A2,9,0,50000,22232,19941,7827,4129,370,45501
333232A2,K,0,50000,20572,5771,23657,2957,1434,45609
333232A2,A,0,50000,16800,5905,27295,1716,827,47457
333232AA,2,0,50000,24715,6459,18826,2376,424,47200
333232AA,4,0,50000,25440,5460,19100,3186,600,46214
333232AA,5,0,50000,29043,3085,17872,3243,536,46221
333232AA,6,0,50000,31514,3916,14570,3384,411,46205
333232AA,7,0,50000,35483,4577,9940,3864,257,45879
333232AA,8,0,50000,19962,20326,9712,4019,310,45671
333232AA,9,0,50000,17842,4874,27284,3015,1142,45843
333232AA,K,0,50000,15885,5462,28653,2297,1210,46493
333232AA,A,0,50000,11304,5737,32959,1413,430,48157
333234AA,2,0,50000,37482,6309,6209,1993,276,47731
333234AA,4,0,50000,36971,6599,6430,2129,266,47605
333234AA,5,0,50000,38363,5570,6067,2002,284,47714
333234AA,6,0,50000,39075,5157,5768,2083,273,47644
333234AA,7,0,50000,43518,2754,3728,2103,189,47708
333234AA,8,0,50000,44457,3290,2253,2218,107,47675
333234AA,9,0,50000,42651,4316,3033,2129,125,47746
333234AA,K,0,50000,26959,19084,3957,2143,144,47713
333234AA,A,0,50000,23015,6368,20617,670,495,48835
33323A22,2,0,50000,30905,6300,12795,2605,409,46986
33323A22,4,0,50000,30478,6667,12855,3615,611,45774
33323A22,5,0,50000,31647,6076,12277,3568,546,45886
33323A22,6,0,50000,35447,2796,11757,3658,590,45752
33323A22,7,0,50000,40795,2441,6764,4053,275,45672
33323A22,8,0,50000,39575,5490,4935,4247,237,45516
33323A22,9,0,50000,22276,20040,7684,4168,333,45499
33323A22,K,0,50000,20463,5651,23886,2869,1436,45695
33323A22,A,0,50000,16936,5940,27124,1732,785,47483
33323A2A,2,0,50000,24733,6450,18817,2287,447,47266
33323A2A,4,0,50000,25554,5396,19050,3165,575,46260
33323A2A,5,0,50000,28864,3324,17812,3295,547,46158
33323A2A,6,0,50000,31313,3923,14764,3400,399,46201
33323A2A,7,0,50000,35588,4423,9989,3823,309,45868
33323A2A,8,0,50000,19805,20356,9839,4002,301,45697
33323A2A,9,0,50000,17857,4935,27208,3089,1201,45710
33323A2A,K,0,50000,15762,5560,28678,2240,1173,46587
33323A2A,A,0,50000,11274,5570,33156,1386,476,48138
33323A4A,2,0,50000,37636,6293,6071,2111,300,47589
33323A4A,4,0,50000,37245,6369,6386,2160,340,47500
33323A4A,5,0,50000,38230,5563,6207,2036,286,47678
33323A4A,6,0,50000,38930,5149,5921,2003,297,47700
33323A4A,7,0,50000,43537,2716,3747,2120,176,47704
33323A4A,8,0,50000,44302,3389,2309,2244,108,47648
33323A4A,9,0,50000,42503,4356,3141,2204,150,47646
33323A4A,K,0,50000,27069,18822,4109,2233,111,47656
33323A4A,A,0,50000,22953,6490,20557,683,488,48829
33323AA2,2,0,50000,24676,6454,18870,2341,461,47198
33323AA2,4,0,50000,25391,5294,19315,3142,604,46254
33323AA2,5,0,50000,29232,3110,17658,3390,578,46032
33323AA2,6,0,50000,31614,3932,14454,3321,400,46279
33323AA2,7,0,50000,35458,4612,9930,3796,307,45897
33323AA2,8,0,50000,19943,20311,9746,3905,312,45783
33323AA2,9,0,50000,17960,4857,27183,3000,1195,45805
33323AA2,K,0,50000,15839,5468,28693,2298,1225,46477
33323AA2,A,0,50000,11364,5647,32989,1455,443,48102
33323AA4,2,0,50000,37542,6097,6361,2043,273,47684
33323AA4,4,0,50000,37088,6461,6451,2119,297,47584
33323AA4,5,0,50000,38272,5524,6204,1955,277,47768
33323AA4,6,0,50000,39117,5074,5809,2099,299,47602
33323AA4,7,0,50000,43534,2742,3724,2188,183,47629
33323AA4,8,0,50000,44251,3331,2418,2266,100,47634
33323AA4,9,0,50000,42542,4305,3153,2148,161,47691
33323AA4,K,0,50000,27426,18621,3953,2185,128,47687
33323AA4,A,0,50000,23017,6574,20409,664,490,48846
33323AAA,2,0,50000,18270,6639,25091,6183,1004,42813
33323AAA,4,0,50000,22399,3289,24312,5788,1026,43186
33323AAA,5,0,50000,24480,4924,20596,7033,1084,41883
33323AAA,6,0,50000,26225,4142,19633,7316,856,41828
33323AAA,7,0,50000,15088,20845,14067,8034,624,41342
33323AAA,8,0,50000,13887,6428,29685,7745,917,41338
33323AAA,9,0,50000,12365,5926,31709,6342,1802,41856
33323AAA,K,0,50000,10946,5601,33453,6179,797,43024
33323AAA,A,0,50000,5116,5852,39032,3870,2293,43837
3332422A,2,0,50000,37376,6318,6306,3014,448,46538
3332422A,3,0,50000,37440,6591,5969,2947,448,46605
3332422A,4,0,50000,37053,6525,6422,3100,446,46454
3332422A,5,0,50000,38066,5778,6156,3056,480,46464
3332422A,6,0,50000,39118,4994,5888,3116,413,46471
3332422A,7,0,50000,43224,3100,3676,3236,273,46491
3332422A,8,0,50000,44898,2500,2602,3311,183,46506
3332422A,9,0,50000,42473,5268,2259,3316,153,46531
3332422A,K,0,50000,26073,18901,5026,3289,266,46445
3332422A,A,0,50000,23034,6539,20427,1339,962,47699
333242A2,2,0,50000,37207,6289,6504,3096,433,46471
333242A2,3,0,50000,37589,6379,6032,3064,436,46500
333242A2,4,0,50000,37061,6555,6384,3075,447,46478
333242A2,5,0,50000,38105,5700,6195,3194,437,46369
333242A2,6,0,50000,39135,5036,5829,3164,416,46420
333242A2,7,0,50000,43254,3044,3702,3224,282,46494
333242A2,8,0,50000,44886,2484,2630,3413,201,46386
333242A2,9,0,50000,42343,5399,2258,3302,139,46559
333242A2,K,0,50000,26120,18808,5072,3180,263,46557
333242A2,A,0,50000,22870,6411,20719,1339,992,47669
333242AA,2,0,50000,31093,6588,12319,2769,412,46819
333242AA,3,0,50000,31200,6522,12278,3758,583,45659
333242AA,4,0,50000,31125,6345,12530,3723,622,45655
333242AA,5,0,50000,32953,5227,11820,3848,565,45587
333242AA,6,0,50000,35572,3536,10892,3796,515,45689
333242AA,7,0,50000,40130,2986,6884,4205,313,45482
333242AA,8,0,50000,40039,4350,5611,4320,268,45412
333242AA,9,0,50000,23001,19900,7099,4336,264,45400
333242AA,K,0,50000,21399,5704,22897,3341,1061,45598
333242AA,A,0,50000,17081,5832,27087,1867,1135,46998
333243AA,2,0,50000,37530,6181,6289,2118,307,47575
333243AA,4,0,50000,37209,6372,6419,2044,337,47619
333243AA,5,0,50000,38177,5617,6206,2109,280,47611
333243AA,6,0,50000,39178,5061,5761,2057,290,47653
333243AA,7,0,50000,43500,2766,3734,2104,167,47729
333243AA,8,0,50000,44334,3302,2364,2226,127,47647
333243AA,9,0,50000,42649,4248,3103,2168,162,47670
333243AA,K,0,50000,27017,18867,4116,2154,124,47722
333243AA,A,0,50000,22881,6605,20514,677,475,48848
33324A22,2,0,50000,37215,6532,6253,3016,433,46551
33324A22,3,0,50000,37485,6449,6066,3107,438,46455
33324A22,4,0,50000,37079,6550,6371,3038,430,46532
33324A22,5,0,50000,38105,5631,6264,3023,413,46564
33324A22,6,0,50000,39047,5075,5878,3120,406,46474
33324A22,7,0,50000,43420,3017,3563,3342,271,46387
33324A22,8,0,50000,44827,2473,2700,3361,217,46422
33324A22,9,0,50000,42377,5472,2151,3355,186,46459
33324A22,K,0,50000,26165,18776,5059,3240,263,46497
33324A22,A,0,50000,23029,6559,20412,1402,1013,47585
33324A2A,2,0,50000,31101,6429,12470,2780,446,46774
33324A2A,3,0,50000,31118,6562,12320,3755,546,45699
33324A2A,4,0,50000,30776,6488,12736,3734,596,45670
33324A2A,5,0,50000,33166,5246,11588,3797,535,45668
33324A2A,6,0,50000,35538,3496,10966,3818,537,45645
33324A2A,7,0,50000,40045,3046,6909,4119,324,45557
33324A2A,8,0,50000,39850,4517,5633,4210,246,45544
33324A2A,9,0,50000,22840,20295,6865,4278,260,45462
33324A2A,K,0,50000,21364,5799,22837,3524,1120,45356
33324A2A,A,0,50000,17019,5786,27195,1791,1116,47093
33324A3A,2,0,50000,37378,6440,6182,2012,270,47718
33324A3A,4,0,50000,37008,6426,6566,2023,303,47674
33324A3A,5,0,50000,37965,5699,6336,2065,254,47681
33324A3A,6,0,50000,39178,5144,5678,2024,302,47674
33324A3A,7,0,50000,43561,2656,3783,2150,188,47662
33324A3A,8,0,50000,44274,3309,2417,2190,93,47717
33324A3A,9,0,50000,42654,4269,3077,2238,129,47633
33324A3A,K,0,50000,27347,18669,3984,2100,122,47778
33324A3A,A,0,50000,23065,6608,20327,653,435,48912
33324AA2,2,0,50000,31181,6343,12476,2782,420,46798
33324AA2,3,0,50000,31156,6558,12286,3886,624,45490
33324AA2,4,0,50000,30817,6415,12768,3767,635,45598
33324AA2,5,0,50000,33086,5287,11627,3853,555,45592
33324AA2,6,0,50000,35638,3565,10797,3920,570,45510
33324AA2,7,0,50000,40060,3014,6926,4117,322,45561
33324AA2,8,0,50000,39903,4405,5692,4181,276,45543
33324AA2,9,0,50000,22838,20167,6995,4301,241,45458
33324AA2,K,0,50000,21456,5882,22662,3404,1085,45511
33324AA2,A,0,50000,16992,5891,27117,1886,1174,46940
33324AA3,2,0,50000,37696,6162,6142,2005,296,47699
33324AA3,4,0,50000,37035,6518,6447,1972,295,47733
33324AA3,5,0,50000,38251,5648,6101,2095,278,47627
33324AA3,6,0,50000,39076,5085,5839,2063,272,47665
33324AA3,7,0,50000,43632,2806,3562,2228,183,47589
33324AA3,8,0,50000,44304,3329,2367,2208,113,47679
33324AA3,9,0,50000,42570,4319,3111,2205,160,47635
33324AA3,K,0,50000,27101,18953,3946,2243,143,47614
33324AA3,A,0,50000,22988,6529,20483,678,463,48859
33324AAA,2,0,50000,24814,6458,18728,3431,599,45970
33324AAA,3,0,50000,25110,6464,18426,3457,559,45984
33324AAA,4,0,50000,26312,4952,18736,4403,769,44828
33324AAA,5,0,50000,29389,3979,16632,4418,673,44909
33324AAA,6,0,50000,30447,5093,14460,4626,594,44780
33324AAA,7,0,50000,35963,3718,10319,4927,396,44677
33324AAA,8,0,50000,19795,20591,9614,5200,312,44488
33324AAA,9,0,50000,18161,5116,26723,4805,777,44418
33324AAA,K,0,50000,16332,5785,27883,3633,1549,44818
33324AAA,A,0,50000,10707,6059,33234,2206,943,46851
333252AA,2,0,50000,37554,6320,6126,1979,243,47778
333252AA,3,0,50000,37385,6503,6112,2040,279,47681
333252AA,4,0,50000,37436,6251,6313,2017,284,47699
333252AA,5,0,50000,39085,5022,5893,1978,246,47776
333252AA,6,0,50000,39196,5702,5102,2134,238,47628
333252AA,7,0,50000,43069,3093,3838,2112,216,47672
333252AA,8,0,50000,44377,2942,2681,2192,117,47691
333252AA,9,0,50000,42979,4390,2631,2147,116,47737
333252AA,K,0,50000,27292,18906,3802,2191,122,47687
333252AA,A,0,50000,23023,6562,20415,723,492,48785
33325A2A,2,0,50000,37599,6343,6058,2092,279,47629
33325A2A,3,0,50000,37537,6461,6002,2073,308,47619
33325A2A,4,0,50000,37383,6393,6224,2007,294,47699
33325A2A,5,0,50000,39191,4897,5912,2048,301,47651
33325A2A,6,0,50000,39149,5884,4967,2054,249,47697
33325A2A,7,0,50000,42822,3223,3955,2120,195,47685
33325A2A,8,0,50000,44388,2964,2648,2215,122,47663
33325A2A,9,0,50000,43131,4352,2517,2157,127,47716
33325A2A,K,0,50000,27220,18951,3829,2219,127,47654
33325A2A,A,0,50000,23204,6601,20195,648,457,48895
33325AA2,2,0,50000,37368,6337,6295,2023,256,47721
33325AA2,3,0,50000,37657,6447,5896,2054,252,47694
33325AA2,4,0,50000,37432,6278,6290,2141,296,47563
33325AA2,5,0,50000,39308,4889,5803,2089,286,47625
33325AA2,6,0,50000,39348,5652,5000,2039,239,47722
33325AA2,7,0,50000,42983,3197,3820,2093,200,47707
33325AA2,8,0,50000,44313,2978,2709,2213,116,47671
33325AA2,9,0,50000,42969,4472,2559,2195,127,47678
33325AA2,K,0,50000,27340,18899,3761,2118,138,47744
33325AA2,A,0,50000,23179,6413,20408,641,503,48856
33325AAA,2,0,50000,31213,6411,12376,2919,426,46655
33325AAA,3,0,50000,31353,6381,12266,3891,541,45568
33325AAA,4,0,50000,32026,5644,12330,3958,541,45501
33325AAA,5,0,50000,33624,5831,10545,3969,529,45502
33325AAA,6,0,50000,35839,3634,10527,4062,494,45444
33325AAA,7,0,50000,39120,3624,7256,4185,357,45458
33325AAA,8,0,50000,40464,3458,6078,4296,280,45424
33325AAA,9,0,50000,23371,20270,6359,4331,247,45422
33325AAA,K,0,50000,22318,5943,21739,3913,649,45438
33325AAA,A,0,50000,16836,6120,27044,2059,1428,46513
33326AAA,2,0,50000,37566,6344,6090,1019,147,48834
33326AAA,3,0,50000,37786,6384,5830,1039,134,48827
33326AAA,4,0,50000,38448,5481,6071,1022,118,48860
33326AAA,5,0,50000,39669,5302,5029,1064,116,48820
33326AAA,6,0,50000,38524,5915,5561,1012,137,48851
33326AAA,7,0,50000,42904,3205,3891,1092,96,48812
33326AAA,8,0,50000,43980,3425,2595,1127,69,48804
33326AAA,9,0,50000,43559,3259,3182,1154,81,48765
33326AAA,K,0,50000,28050,19069,2881,1173,44,48783
33326AAA,A,0,50000,22556,6905,20539,0,0,50000
3332A222,3,0,50000,24530,6764,18706,2187,414,47399
3332A222,4,0,50000,25184,5461,19355,3175,673,46152
3332A222,5,0,50000,28023,3679,18298,3132,562,46306
3332A222,6,0,50000,32324,2384,15292,3419,380,46201
3332A222,7,0,50000,34968,5442,9590,3809,273,45918
3332A222,8,0,50000,19455,19994,10551,3988,364,45648
3332A222,9,0,50000,17727,4574,27699,2659,1539,45802
3332A222,K,0,50000,15058,5154,29788,2505,542,46953
3332A222,A,0,50000,11437,5484,33079,1477,738,47785
3332A223,2,0,50000,30885,6406,12709,2662,441,46897
3332A223,4,0,50000,30426,6627,12947,3580,611,45809
3332A223,5,0,50000,31814,5882,12304,3711,541,45748
3332A223,6,0,50000,35459,2759,11782,3708,596,45696
3332A223,7,0,50000,40629,2480,6891,4014,284,45702
3332A223,8,0,50000,39601,5543,4856,4237,241,45522
3332A223,9,0,50000,22232,20085,7683,4178,362,45460
3332A223,K,0,50000,20525,5617,23858,2794,1402,45804
3332A223,A,0,50000,16891,5803,27306,1652,824,47524
3332A224,2,0,50000,37417,6457,6126,3071,424,46505
3332A224,3,0,50000,37339,6664,5997,3055,423,46522
3332A224,4,0,50000,37074,6560,6366,3065,417,46518
3332A224,5,0,50000,38179,5691,6130,3093,473,46434
3332A224,6,0,50000,39287,4987,5726,3097,419,46484
3332A224,7,0,50000,43318,2990,3692,3102,252,46646
3332A224,8,0,50000,44831,2536,2633,3297,188,46515
3332A224,9,0,50000,42310,5435,2255,3347,164,46489
3332A224,K,0,50000,26165,18821,5014,3140,268,46592
3332A224,A,0,50000,23128,6456,20416,1360,991,47649
3332A22A,2,0,50000,18040,6749,25211,6088,1001,42911
3332A22A,3,0,50000,18541,6218,25241,5990,1031,42979
3332A22A,4,0,50000,21449,4027,24524,5878,1002,43120
3332A22A,5,0,50000,24674,3409,21917,6987,1066,41947
3332A22A,6,0,50000,25655,5336,19009,7248,934,41818
3332A22A,7,0,50000,14541,20604,14855,7804,591,41605
3332A22A,8,0,50000,13509,6236,30255,7440,1352,41208
3332A22A,9,0,50000,12334,5754,31912,6881,1062,42057
3332A22A,K,0,50000,10434,5397,34169,6231,1211,42558
3332A22A,A,0,50000,5573,5481,38946,3881,2286,43833
3332A232,2,0,50000,30984,6391,12625,2630,480,46890
3332A232,4,0,50000,30422,6616,12962,3725,610,45665
3332A232,5,0,50000,31643,6038,12319,3765,598,45637
3332A232,6,0,50000,35562,2806,11632,3620,582,45798
3332A232,7,0,50000,40648,2520,6832,4062,321,45617
3332A232,8,0,50000,39593,5577,4830,4351,235,45414
3332A232,9,0,50000,22045,20133,7822,4037,348,45615
3332A232,K,0,50000,20426,5749,23825,2840,1468,45692
3332A232,A,0,50000,16965,5864,27171,1711,796,47493
3332A23A,2,0,50000,24804,6490,18706,2324,438,47238
3332A23A,4,0,50000,25562,5452,18986,3227,607,46166
3332A23A,5,0,50000,29051,3323,17626,3252,534,46214
3332A23A,6,0,50000,31132,3903,14965,3371,426,46203
3332A23A,7,0,50000,35580,4411,10009,3919,288,45793
3332A23A,8,0,50000,19811,20433,9756,4061,312,45627
3332A23A,9,0,50000,17950,4909,27141,3105,1142,45753
3332A23A,K,0,50000,15847,5454,28699,2196,1208,46596
3332A23A,A,0,50000,11204,5819,32977,1435,409,48156
3332A242,2,0,50000,37368,6425,6207,2976,474,46550
3332A242,3,0,50000,37525,6569,5906,3192,380,46428
3332A242,4,0,50000,36984,6611,6405,3009,404,46587
3332A242,5,0,50000,37903,5824,6273,3148,449,46403
3332A242,6,0,50000,39102,5241,5657,3016,473,46511
3332A242,7,0,50000,43414,2989,3597,3155,239,46606
3332A242,8,0,50000,44849,2499,2652,3275,188,46537
3332A242,9,0,50000,42419,5366,2215,3233,174,46593
3332A242,K,0,50000,26120,18843,5037,3247,252,46501
3332A242,A,0,50000,22881,6518,20601,1356,931,47713
3332A24A,2,0,50000,31168,6402,12430,2857,434,46709
3332A24A,3,0,50000,31194,6356,12450,3767,637,45596
3332A24A,4,0,50000,30766,6477,12757,3757,577,45666
3332A24A,5,0,50000,33041,5169,11790,3836,565,45599
3332A24A,6,0,50000,35533,3565,10902,3879,533,45588
3332A24A,7,0,50000,40106,3025,6869,4136,319,45545
3332A24A,8,0,50000,39948,4369,5683,4192,286,45522
3332A24A,9,0,50000,22863,20213,6924,4315,244,45441
3332A24A,K,0,50000,21346,5801,22853,3487,1050,45463
3332A24A,A,0,50000,16767,6038,27195,1783,1080,47137
3332A25A,2,0,50000,37540,6326,6134,2063,310,47627
3332A25A,3,0,50000,37656,6502,5842,2041,277,47682
3332A25A,4,0,50000,37632,6128,6240,2083,277,47640
3332A25A,5,0,50000,39092,4985,5923,2030,275,47695
3332A25A,6,0,50000,39226,5734,5040,2112,211,47677
3332A25A,7,0,50000,42923,3137,3940,2219,184,47597
3332A25A,8,0,50000,44346,3009,2645,2211,138,47651
3332A25A,9,0,50000,43056,4316,2628,2231,127,47642
3332A25A,K,0,50000,27095,18984,3921,2174,128,47698
3332A25A,A,0,50000,23088,6637,20275,675,441,48884
3332A2A2,2,0,50000,18015,6916,25069,6143,1016,42841
3332A2A2,3,0,50000,18662,6198,25140,6064,1008,42928
3332A2A2,4,0,50000,21634,3961,24405,5806,984,43210
3332A2A2,5,0,50000,24823,3426,21751,6921,997,42082
3332A2A2,6,0,50000,25950,5486,18564,7159,927,41914
3332A2A2,7,0,50000,14844,20440,14716,8046,620,41334
3332A2A2,8,0,50000,13569,6136,30295,7262,1437,41301
3332A2A2,9,0,50000,12386,5706,31908,6811,1061,42128
3332A2A2,K,0,50000,10350,5279,34371,6040,1208,42752
3332A2A2,A,0,50000,5549,5552,38899,3852,2384,43764
3332A2A3,2,0,50000,24792,6523,18685,2304,467,47229
3332A2A3,4,0,50000,25808,5398,18794,3175,551,46274
3332A2A3,5,0,50000,28968,3188,17844,3323,574,46103
3332A2A3,6,0,50000,31184,4054,14762,3396,429,46175
3332A2A3,7,0,50000,35503,4561,9936,3771,277,45952
3332A2A3,8,0,50000,20100,20184,9716,4056,275,45669
3332A2A3,9,0,50000,17577,4952,27471,3031,1186,45783
3332A2A3,K,0,50000,15575,5479,28946,2211,1183,46606
3332A2A3,A,0,50000,11308,5785,32907,1506,461,48033
3332A2A4,2,0,50000,31070,6448,12482,2807,470,46723
3332A2A4,3,0,50000,31299,6403,12298,3775,558,45667
3332A2A4,4,0,50000,30997,6422,12581,3792,562,45646
3332A2A4,5,0,50000,33074,5298,11628,3784,561,45655
3332A2A4,6,0,50000,35674,3518,10808,3922,492,45586
3332A2A4,7,0,50000,40123,3022,6855,4218,307,45475
3332A2A4,8,0,50000,39957,4386,5657,4187,267,45546
3332A2A4,9,0,50000,22780,20065,7155,4299,283,45418
3332A2A4,K,0,50000,21244,5834,22922,3429,1141,45430
3332A2A4,A,0,50000,16861,6110,27029,1882,1137,46981
3332A2A5,2,0,50000,37417,6399,6184,2067,285,47648
3332A2A5,3,0,50000,37686,6320,5994,2081,282,47637
3332A2A5,4,0,50000,37387,6407,6206,2103,317,47580
3332A2A5,5,0,50000,39100,4930,5970,2068,260,47672
3332A2A5,6,0,50000,39345,5663,4992,2094,226,47680
3332A2A5,7,0,50000,43035,3112,3853,2268,163,47569
3332A2A5,8,0,50000,44438,2962,2600,2245,110,47645
3332A2A5,9,0,50000,43039,4309,2652,2153,140,47707
3332A2A5,K,0,50000,27468,18770,3762,2205,121,47674
3332A2A5,A,0,50000,23010,6581,20409,653,527,48820
